Sample_Name,Meat_Type,Campaign,Sampling_time,Lactate_Dose,Packaging,Ph,Sample_CFU_aerobic,Sample_CFU_lactic,Spoilage_level,Etheral,Fermented,Prickly,Rancid,Sulfurous,Run,Amplicon,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Collection_date,DATASTORE_filetype,Experiment,geo_loc_name,Library_Name
C05T0A,Poultry,n°5,T0,Normal_dose,None,7.0,6.0,5.0,0.7308,0.6154,0.5538,0.4769,0.3692,0.0615,SRR8590553,gyrB,246,22499437,SAMN10964982,Metagenome or environmental,11379644,9/28/2017,"fastq,run.zq,sra",SRX5390706,France: Sable-sur-Sarthe,C05T0A
C05T0B,Poultry,n°5,T0,Half_dose,None,6.0,6.0,3.0,,,,,,,SRR8594580,16S,424,38894821,SAMN10970251,Metagenome or environmental,20379742,9/28/2017,"fastq,run.zq,sra",SRX5394500,France: Sable-sur-Sarthe,C05T0B_16S
C05T0B,Poultry,n°5,T0,Half_dose,None,6.0,6.0,3.0,,,,,,,SRR8590587,gyrB,245,23100195,SAMN10964983,Metagenome or environmental,11484556,9/28/2017,"fastq,run.zq,sra",SRX5390672,France: Sable-sur-Sarthe,C05T0B
C05T0C,Poultry,n°5,T0,Zero_dose,None,6.0,7.0,4.0,0.325,0.0333,0.3167,0.0667,0.1167,0.0333,SRR8594579,16S,424,25869104,SAMN10970252,Metagenome or environmental,13221876,9/28/2017,"fastq,run.zq,sra",SRX5394501,France: Sable-sur-Sarthe,C05T0C_16S
C05T0C,Poultry,n°5,T0,Zero_dose,None,6.0,7.0,4.0,0.325,0.0333,0.3167,0.0667,0.1167,0.0333,SRR8590586,gyrB,247,23975807,SAMN10964984,Metagenome or environmental,12170329,9/28/2017,"fastq,run.zq,sra",SRX5390673,France: Sable-sur-Sarthe,C05T0C
C05T1A1,Poultry,n°5,T1,Normal_dose,Air,6.0,9.0,7.0,3.2083,1.275,2.5417,1.9833,0.9333,0.4833,SRR8594370,16S,424,55335516,SAMN10970253,Metagenome or environmental,23571578,10/4/2017,"fastq,run.zq,sra",SRX5394710,France: Sable-sur-Sarthe,C05T1A1_16S
C05T1A1,Poultry,n°5,T1,Normal_dose,Air,6.0,9.0,7.0,3.2083,1.275,2.5417,1.9833,0.9333,0.4833,SRR8590589,gyrB,248,26857435,SAMN10964985,Metagenome or environmental,13508441,10/4/2017,"fastq,run.zq,sra",SRX5390670,France: Sable-sur-Sarthe,C05T1A1
C05T1A2,Poultry,n°5,T1,Normal_dose,70%O2_30%CO2,6.0,9.0,7.0,3.2077,1.1462,1.7308,1.2154,1.6077,0.1,SRR8594369,16S,424,27610806,SAMN10970254,Metagenome or environmental,13045273,10/4/2017,"fastq,run.zq,sra",SRX5394711,France: Sable-sur-Sarthe,C05T1A2_16S
C05T1A2,Poultry,n°5,T1,Normal_dose,70%O2_30%CO2,6.0,9.0,7.0,3.2077,1.1462,1.7308,1.2154,1.6077,0.1,SRR8590588,gyrB,245,33275649,SAMN10964986,Metagenome or environmental,15939553,10/4/2017,"fastq,run.zq,sra",SRX5390671,France: Sable-sur-Sarthe,C05T1A2
C05T1A3,Poultry,n°5,T1,Normal_dose,50%N2_50%CO2,6.0,8.0,8.0,1.5308,0.7,1.2154,1.0077,0.9308,0.0769,SRR8594364,16S,424,38271353,SAMN10970255,Metagenome or environmental,20990658,10/4/2017,"fastq,run.zq,sra",SRX5394716,France: Sable-sur-Sarthe,C05T1A3_16S
C05T1A3,Poultry,n°5,T1,Normal_dose,50%N2_50%CO2,6.0,8.0,8.0,1.5308,0.7,1.2154,1.0077,0.9308,0.0769,SRR8590583,gyrB,246,26532192,SAMN10964987,Metagenome or environmental,13884124,10/4/2017,"fastq,run.zq,sra",SRX5390676,France: Sable-sur-Sarthe,C05T1A3
C05T1B1,Poultry,n°5,T1,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594363,16S,424,38837560,SAMN10970256,Metagenome or environmental,20484848,10/4/2017,"fastq,run.zq,sra",SRX5394717,France: Sable-sur-Sarthe,C05T1B1_16S
C05T1B1,Poultry,n°5,T1,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590582,gyrB,247,28304124,SAMN10964988,Metagenome or environmental,14142789,10/4/2017,"fastq,run.zq,sra",SRX5390677,France: Sable-sur-Sarthe,C05T1B1
C05T1B2,Poultry,n°5,T1,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594366,16S,424,34939934,SAMN10970257,Metagenome or environmental,14412029,10/4/2017,"fastq,run.zq,sra",SRX5394714,France: Sable-sur-Sarthe,C05T1B2_16S
C05T1B2,Poultry,n°5,T1,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590585,gyrB,247,30851084,SAMN10964989,Metagenome or environmental,15518055,10/4/2017,"fastq,run.zq,sra",SRX5390674,France: Sable-sur-Sarthe,C05T1B2
C05T1B3,Poultry,n°5,T1,Half_dose,50%N2_50%CO2,6.0,8.0,8.0,,,,,,,SRR8594365,16S,424,39967270,SAMN10970258,Metagenome or environmental,21689749,10/4/2017,"fastq,run.zq,sra",SRX5394715,France: Sable-sur-Sarthe,C05T1B3_16S
C05T1B3,Poultry,n°5,T1,Half_dose,50%N2_50%CO2,6.0,8.0,8.0,,,,,,,SRR8590584,gyrB,246,29067211,SAMN10964990,Metagenome or environmental,14451733,10/4/2017,"fastq,run.zq,sra",SRX5390675,France: Sable-sur-Sarthe,C05T1B3
C05T1C1,Poultry,n°5,T1,Zero_dose,Air,6.0,9.0,7.0,3.0917,1.5,2.2917,1.9,1.3083,0.6,SRR8594568,16S,424,45926364,SAMN10970259,Metagenome or environmental,24308997,10/4/2017,"fastq,run.zq,sra",SRX5394512,France: Sable-sur-Sarthe,C05T1C1_16S
C05T1C1,Poultry,n°5,T1,Zero_dose,Air,6.0,9.0,7.0,3.0917,1.5,2.2917,1.9,1.3083,0.6,SRR8590581,gyrB,247,27314513,SAMN10964991,Metagenome or environmental,13989091,10/4/2017,"fastq,run.zq,sra",SRX5390678,France: Sable-sur-Sarthe,C05T1C1
C05T1C2,Poultry,n°5,T1,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,3.2462,1.4385,1.6846,0.7846,1.5077,0.0385,SRR8594361,16S,424,34843676,SAMN10970260,Metagenome or environmental,14391394,10/4/2017,"fastq,run.zq,sra",SRX5394719,France: Sable-sur-Sarthe,C05T1C2_16S
C05T1C2,Poultry,n°5,T1,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,3.2462,1.4385,1.6846,0.7846,1.5077,0.0385,SRR8590580,gyrB,246,29959278,SAMN10964992,Metagenome or environmental,15210841,10/4/2017,"fastq,run.zq,sra",SRX5390679,France: Sable-sur-Sarthe,C05T1C2
C05T1C3,Poultry,n°5,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,9.0,2.2538,0.6385,1.4538,0.6615,1.2154,0.1,SRR8594685,16S,424,34898000,SAMN10970261,Metagenome or environmental,18069708,10/4/2017,"fastq,run.zq,sra",SRX5394831,France: Sable-sur-Sarthe,C05T1C3_16S
C05T1C3,Poultry,n°5,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,9.0,2.2538,0.6385,1.4538,0.6615,1.2154,0.1,SRR8590417,gyrB,246,31865520,SAMN10964993,Metagenome or environmental,16022595,10/4/2017,"fastq,run.zq,sra",SRX5390842,France: Sable-sur-Sarthe,C05T1C3
C05T2A1,Poultry,n°5,T2,Normal_dose,Air,6.0,9.0,8.0,3.7417,1.35,2.7083,1.9,1.6,1.1917,SRR8594686,16S,424,43760314,SAMN10970262,Metagenome or environmental,23054636,10/11/2017,"fastq,run.zq,sra",SRX5394830,France: Sable-sur-Sarthe,C05T2A1_16S
C05T2A1,Poultry,n°5,T2,Normal_dose,Air,6.0,9.0,8.0,3.7417,1.35,2.7083,1.9,1.6,1.1917,SRR8590418,gyrB,247,27625412,SAMN10964994,Metagenome or environmental,14355907,10/11/2017,"fastq,run.zq,sra",SRX5390841,France: Sable-sur-Sarthe,C05T2A1
C05T2A2,Poultry,n°5,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,2.8615,1.1538,1.8385,1.0615,0.9385,0.0538,SRR8594683,16S,424,17620243,SAMN10970263,Metagenome or environmental,8999193,10/11/2017,"fastq,run.zq,sra",SRX5394833,France: Sable-sur-Sarthe,C05T2A2_16S
C05T2A2,Poultry,n°5,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,2.8615,1.1538,1.8385,1.0615,0.9385,0.0538,SRR8590415,gyrB,246,24451059,SAMN10964995,Metagenome or environmental,9974132,10/11/2017,"fastq,run.zq,sra",SRX5390844,France: Sable-sur-Sarthe,C05T2A2
C05T2A3,Poultry,n°5,T2,Normal_dose,50%N2_50%CO2,6.0,9.0,9.0,2.4308,0.9846,2.4385,1.0692,0.7846,0.0462,SRR8594684,16S,424,38248511,SAMN10970264,Metagenome or environmental,19682921,10/11/2017,"fastq,run.zq,sra",SRX5394832,France: Sable-sur-Sarthe,C05T2A3_16S
C05T2A3,Poultry,n°5,T2,Normal_dose,50%N2_50%CO2,6.0,9.0,9.0,2.4308,0.9846,2.4385,1.0692,0.7846,0.0462,SRR8590416,gyrB,245,29035088,SAMN10964996,Metagenome or environmental,13747284,10/11/2017,"fastq,run.zq,sra",SRX5390843,France: Sable-sur-Sarthe,C05T2A3
C05T2B1,Poultry,n°5,T2,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594681,16S,424,56633890,SAMN10970265,Metagenome or environmental,30632785,10/11/2017,"fastq,run.zq,sra",SRX5394835,France: Sable-sur-Sarthe,C05T2B1_16S
C05T2B1,Poultry,n°5,T2,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590413,gyrB,247,25038562,SAMN10964997,Metagenome or environmental,13135751,10/11/2017,"fastq,run.zq,sra",SRX5390846,France: Sable-sur-Sarthe,C05T2B1
C05T2B2,Poultry,n°5,T2,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594682,16S,424,61190362,SAMN10970266,Metagenome or environmental,31370923,10/11/2017,"fastq,run.zq,sra",SRX5394834,France: Sable-sur-Sarthe,C05T2B2_16S
C05T2B2,Poultry,n°5,T2,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590414,gyrB,246,25531874,SAMN10964998,Metagenome or environmental,12492660,10/11/2017,"fastq,run.zq,sra",SRX5390845,France: Sable-sur-Sarthe,C05T2B2
C05T2B3,Poultry,n°5,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594679,16S,424,31371031,SAMN10970267,Metagenome or environmental,16189412,10/11/2017,"fastq,run.zq,sra",SRX5394837,France: Sable-sur-Sarthe,C05T2B3_16S
C05T2B3,Poultry,n°5,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590411,gyrB,245,28996969,SAMN10964999,Metagenome or environmental,13830343,10/11/2017,"fastq,run.zq,sra",SRX5390848,France: Sable-sur-Sarthe,C05T2B3
C05T2C1,Poultry,n°5,T2,Zero_dose,Air,5.0,9.0,8.0,4.2333,2.1583,3.0333,1.575,1.8167,2.3833,SRR8594680,16S,424,27584646,SAMN10970268,Metagenome or environmental,14184781,10/11/2017,"fastq,run.zq,sra",SRX5394836,France: Sable-sur-Sarthe,C05T2C1_16S
C05T2C1,Poultry,n°5,T2,Zero_dose,Air,5.0,9.0,8.0,4.2333,2.1583,3.0333,1.575,1.8167,2.3833,SRR8590412,gyrB,248,25815506,SAMN10965000,Metagenome or environmental,13579953,10/11/2017,"fastq,run.zq,sra",SRX5390847,France: Sable-sur-Sarthe,C05T2C1
C05T2C2,Poultry,n°5,T2,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,3.3769,1.6,2.2231,1.5385,1.0077,0.1308,SRR8594690,16S,424,26164069,SAMN10970269,Metagenome or environmental,12948301,10/11/2017,"fastq,run.zq,sra",SRX5394826,France: Sable-sur-Sarthe,C05T2C2_16S
C05T2C2,Poultry,n°5,T2,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,3.3769,1.6,2.2231,1.5385,1.0077,0.1308,SRR8590409,gyrB,247,29066020,SAMN10965001,Metagenome or environmental,14391221,10/11/2017,"fastq,run.zq,sra",SRX5390850,France: Sable-sur-Sarthe,C05T2C2
C05T2C3,Poultry,n°5,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,4.8462,2.0,2.1077,2.2077,2.1846,1.0846,SRR8590410,gyrB,246,29207098,SAMN10965002,Metagenome or environmental,13910970,10/11/2017,"fastq,run.zq,sra",SRX5390849,France: Sable-sur-Sarthe,C05T2C3
C05T3A1,Poultry,n°5,T3,Normal_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594691,16S,424,31228727,SAMN10970270,Metagenome or environmental,15879098,10/18/2017,"fastq,run.zq,sra",SRX5394825,France: Sable-sur-Sarthe,C05T3A1_16S
C05T3A1,Poultry,n°5,T3,Normal_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590315,gyrB,247,27246140,SAMN10965003,Metagenome or environmental,13428770,10/18/2017,"fastq,run.zq,sra",SRX5390368,France: Sable-sur-Sarthe,C05T3A1
C05T3A2,Poultry,n°5,T3,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594590,16S,424,27275567,SAMN10970271,Metagenome or environmental,13334303,10/18/2017,"fastq,run.zq,sra",SRX5394490,France: Sable-sur-Sarthe,C05T3A2_16S
C05T3A2,Poultry,n°5,T3,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590314,gyrB,246,27861929,SAMN10965004,Metagenome or environmental,13171091,10/18/2017,"fastq,run.zq,sra",SRX5390369,France: Sable-sur-Sarthe,C05T3A2
C05T3A3,Poultry,n°5,T3,Normal_dose,50%N2_50%CO2,6.0,9.0,9.0,,,,,,,SRR8594589,16S,424,40857137,SAMN10970272,Metagenome or environmental,21606401,10/18/2017,"fastq,run.zq,sra",SRX5394491,France: Sable-sur-Sarthe,C05T3A3_16S
C05T3A3,Poultry,n°5,T3,Normal_dose,50%N2_50%CO2,6.0,9.0,9.0,,,,,,,SRR8590313,gyrB,245,23525113,SAMN10965005,Metagenome or environmental,9523220,10/18/2017,"fastq,run.zq,sra",SRX5390370,France: Sable-sur-Sarthe,C05T3A3
C05T3B1,Poultry,n°5,T3,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594588,16S,425,8273918,SAMN10970273,Metagenome or environmental,4074740,10/18/2017,"fastq,run.zq,sra",SRX5394492,France: Sable-sur-Sarthe,C05T3B1_16S
C05T3B1,Poultry,n°5,T3,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590312,gyrB,248,36443146,SAMN10965006,Metagenome or environmental,18022633,10/18/2017,"fastq,run.zq,sra",SRX5390371,France: Sable-sur-Sarthe,C05T3B1
C05T3B2,Poultry,n°5,T3,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594587,16S,424,30519949,SAMN10970274,Metagenome or environmental,14576945,10/18/2017,"fastq,run.zq,sra",SRX5394493,France: Sable-sur-Sarthe,C05T3B2_16S
C05T3B2,Poultry,n°5,T3,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590311,gyrB,246,23107371,SAMN10965007,Metagenome or environmental,11802080,10/18/2017,"fastq,run.zq,sra",SRX5390372,France: Sable-sur-Sarthe,C05T3B2
C05T3B3,Poultry,n°5,T3,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594586,16S,424,17333665,SAMN10970275,Metagenome or environmental,8346121,10/18/2017,"fastq,run.zq,sra",SRX5394494,France: Sable-sur-Sarthe,C05T3B3_16S
C05T3B3,Poultry,n°5,T3,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590310,gyrB,245,63958360,SAMN10965008,Metagenome or environmental,26089179,10/18/2017,"fastq,run.zq,sra",SRX5390373,France: Sable-sur-Sarthe,C05T3B3
C05T3C1,Poultry,n°5,T3,Zero_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594585,16S,424,38371761,SAMN10970276,Metagenome or environmental,19969810,10/18/2017,"fastq,run.zq,sra",SRX5394495,France: Sable-sur-Sarthe,C05T3C1_16S
C05T3C1,Poultry,n°5,T3,Zero_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590309,gyrB,248,27484486,SAMN10965009,Metagenome or environmental,14522377,10/18/2017,"fastq,run.zq,sra",SRX5390374,France: Sable-sur-Sarthe,C05T3C1
C05T3C2,Poultry,n°5,T3,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594584,16S,424,31110061,SAMN10970277,Metagenome or environmental,15205582,10/18/2017,"fastq,run.zq,sra",SRX5394496,France: Sable-sur-Sarthe,C05T3C2_16S
C05T3C2,Poultry,n°5,T3,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590308,gyrB,246,33057087,SAMN10965010,Metagenome or environmental,16052871,10/18/2017,"fastq,run.zq,sra",SRX5390375,France: Sable-sur-Sarthe,C05T3C2
C05T3C3,Poultry,n°5,T3,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590220,gyrB,246,28568609,SAMN10965011,Metagenome or environmental,13641313,10/18/2017,"fastq,run.zq,sra",SRX5390463,France: Sable-sur-Sarthe,C05T3C3
C05TB,Poultry,n°5,Gut,None,None,0.0,6.0,,,,,,,,,,,,,,,,,,,
C05TD,Poultry,n°5,Primal_cut,None,None,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,
C05TE,Poultry,n°5,Spices,None,None,0.0,0.0,,,,,,,,,,,,,,,,,,,
C05TG,Poultry,n°5,Fat,None,None,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,
C06T0A,Poultry,n°6,T0,Normal_dose,None,7.0,6.0,5.0,1.125,0.4917,0.325,0.0667,0.575,0.0083,SRR8590174,gyrB,246,29417174,SAMN10965014,Metagenome or environmental,13994557,9/29/2017,"fastq,run.zq,sra",SRX5390509,France: Sable-sur-Sarthe,C06T0A
C06T0B,Poultry,n°6,T0,Half_dose,None,7.0,6.0,4.0,,,,,,,SRR8594583,16S,424,12087455,SAMN10970278,Metagenome or environmental,6033845,9/29/2017,"fastq,run.zq,sra",SRX5394497,France: Sable-sur-Sarthe,C06T0B_16S
C06T0B,Poultry,n°6,T0,Half_dose,None,7.0,6.0,4.0,,,,,,,SRR8590175,gyrB,247,25607206,SAMN10965015,Metagenome or environmental,13302015,9/29/2017,"fastq,run.zq,sra",SRX5390508,France: Sable-sur-Sarthe,C06T0B
C06T0C,Poultry,n°6,T0,Zero_dose,None,7.0,6.0,5.0,0.8083,0.3,0.7917,0.375,0.5167,0.1,SRR8594582,16S,424,140591354,SAMN10970279,Metagenome or environmental,77838673,9/29/2017,"fastq,run.zq,sra",SRX5394498,France: Sable-sur-Sarthe,C06T0C_16S
C06T0C,Poultry,n°6,T0,Zero_dose,None,7.0,6.0,5.0,0.8083,0.3,0.7917,0.375,0.5167,0.1,SRR8590176,gyrB,247,23036438,SAMN10965016,Metagenome or environmental,11934124,9/29/2017,"fastq,run.zq,sra",SRX5390507,France: Sable-sur-Sarthe,C06T0C
C06T1A1,Poultry,n°6,T1,Normal_dose,Air,6.0,9.0,9.0,2.925,0.775,3.2583,1.1917,1.375,0.1833,SRR8594581,16S,424,33525519,SAMN10970280,Metagenome or environmental,18199265,10/5/2017,"fastq,run.zq,sra",SRX5394499,France: Sable-sur-Sarthe,C06T1A1_16S
C06T1A1,Poultry,n°6,T1,Normal_dose,Air,6.0,9.0,9.0,2.925,0.775,3.2583,1.1917,1.375,0.1833,SRR8590177,gyrB,246,26525961,SAMN10965017,Metagenome or environmental,13060426,10/5/2017,"fastq,run.zq,sra",SRX5390506,France: Sable-sur-Sarthe,C06T1A1
C06T1A2,Poultry,n°6,T1,Normal_dose,70%O2_30%CO2,6.0,9.0,9.0,2.0167,1.2417,1.2167,0.7667,0.9667,0.0167,SRR8594480,16S,424,24577851,SAMN10970281,Metagenome or environmental,10327029,10/5/2017,"fastq,run.zq,sra",SRX5394600,France: Sable-sur-Sarthe,C06T1A2_16S
C06T1A2,Poultry,n°6,T1,Normal_dose,70%O2_30%CO2,6.0,9.0,9.0,2.0167,1.2417,1.2167,0.7667,0.9667,0.0167,SRR8590178,gyrB,245,29922122,SAMN10965018,Metagenome or environmental,14742235,10/5/2017,"fastq,run.zq,sra",SRX5390505,France: Sable-sur-Sarthe,C06T1A2
C06T1A3,Poultry,n°6,T1,Normal_dose,50%N2_50%CO2,6.0,9.0,9.0,0.7583,0.2083,1.2,0.2417,0.2,0.0333,SRR8594481,16S,424,27663474,SAMN10970282,Metagenome or environmental,15065127,10/5/2017,"fastq,run.zq,sra",SRX5394599,France: Sable-sur-Sarthe,C06T1A3_16S
C06T1A3,Poultry,n°6,T1,Normal_dose,50%N2_50%CO2,6.0,9.0,9.0,0.7583,0.2083,1.2,0.2417,0.2,0.0333,SRR8590179,gyrB,245,33427258,SAMN10965019,Metagenome or environmental,14473443,10/5/2017,"fastq,run.zq,sra",SRX5390504,France: Sable-sur-Sarthe,C06T1A3
C06T1B1,Poultry,n°6,T1,Half_dose,Air,6.0,9.0,9.0,,,,,,,SRR8594454,16S,424,61733361,SAMN10970283,Metagenome or environmental,27679508,10/5/2017,"fastq,run.zq,sra",SRX5394626,France: Sable-sur-Sarthe,C06T1B1_16S
C06T1B1,Poultry,n°6,T1,Half_dose,Air,6.0,9.0,9.0,,,,,,,SRR8590180,gyrB,246,27613871,SAMN10965020,Metagenome or environmental,13482783,10/5/2017,"fastq,run.zq,sra",SRX5390503,France: Sable-sur-Sarthe,C06T1B1
C06T1B2,Poultry,n°6,T1,Half_dose,70%O2_30%CO2,6.0,9.0,9.0,,,,,,,SRR8594455,16S,424,25722636,SAMN10970284,Metagenome or environmental,11008762,10/5/2017,"fastq,run.zq,sra",SRX5394625,France: Sable-sur-Sarthe,C06T1B2_16S
C06T1B2,Poultry,n°6,T1,Half_dose,70%O2_30%CO2,6.0,9.0,9.0,,,,,,,SRR8590170,gyrB,246,27350768,SAMN10965021,Metagenome or environmental,13259017,10/5/2017,"fastq,run.zq,sra",SRX5390513,France: Sable-sur-Sarthe,C06T1B2
C06T1B3,Poultry,n°6,T1,Half_dose,50%N2_50%CO2,6.0,9.0,9.0,,,,,,,SRR8594484,16S,424,23257840,SAMN10970285,Metagenome or environmental,10347164,10/5/2017,"fastq,run.zq,sra",SRX5394596,France: Sable-sur-Sarthe,C06T1B3_16S
C06T1B3,Poultry,n°6,T1,Half_dose,50%N2_50%CO2,6.0,9.0,9.0,,,,,,,SRR8590171,gyrB,246,26598310,SAMN10965022,Metagenome or environmental,13093143,10/5/2017,"fastq,run.zq,sra",SRX5390512,France: Sable-sur-Sarthe,C06T1B3
C06T1C1,Poultry,n°6,T1,Zero_dose,Air,6.0,9.0,9.0,3.2,2.2417,1.7083,1.9083,1.65,0.375,SRR8594485,16S,424,29127582,SAMN10970286,Metagenome or environmental,12910308,10/5/2017,"fastq,run.zq,sra",SRX5394595,France: Sable-sur-Sarthe,C06T1C1_16S
C06T1C1,Poultry,n°6,T1,Zero_dose,Air,6.0,9.0,9.0,3.2,2.2417,1.7083,1.9083,1.65,0.375,SRR8590387,gyrB,246,20910853,SAMN10965023,Metagenome or environmental,10667642,10/5/2017,"fastq,run.zq,sra",SRX5390872,France: Sable-sur-Sarthe,C06T1C1
C06T1C2,Poultry,n°6,T1,Zero_dose,70%O2_30%CO2,6.0,9.0,9.0,3.4917,1.75,1.7833,1.45,1.9167,0.1167,SRR8594456,16S,424,32865524,SAMN10970287,Metagenome or environmental,14298978,10/5/2017,"fastq,run.zq,sra",SRX5394624,France: Sable-sur-Sarthe,C06T1C2_16S
C06T1C2,Poultry,n°6,T1,Zero_dose,70%O2_30%CO2,6.0,9.0,9.0,3.4917,1.75,1.7833,1.45,1.9167,0.1167,SRR8590385,gyrB,245,22596148,SAMN10965024,Metagenome or environmental,11144402,10/5/2017,"fastq,run.zq,sra",SRX5390874,France: Sable-sur-Sarthe,C06T1C2
C06T1C3,Poultry,n°6,T1,Zero_dose,50%N2_50%CO2,5.0,9.0,9.0,2.3417,1.15,1.8167,0.8417,0.8167,0.0917,SRR8594487,16S,424,37116184,SAMN10970288,Metagenome or environmental,20005734,10/5/2017,"fastq,run.zq,sra",SRX5394593,France: Sable-sur-Sarthe,C06T1C3_16S
C06T1C3,Poultry,n°6,T1,Zero_dose,50%N2_50%CO2,5.0,9.0,9.0,2.3417,1.15,1.8167,0.8417,0.8167,0.0917,SRR8590074,gyrB,245,31646791,SAMN10965025,Metagenome or environmental,15160447,10/5/2017,"fastq,run.zq,sra",SRX5390609,France: Sable-sur-Sarthe,C06T1C3
C06T2A1,Poultry,n°6,T2,Normal_dose,Air,6.0,9.0,9.0,2.3,0.9583,1.95,0.875,1.0,0.3,SRR8594488,16S,424,40869951,SAMN10970289,Metagenome or environmental,22067287,10/12/2017,"fastq,run.zq,sra",SRX5394592,France: Sable-sur-Sarthe,C06T2A1_16S
C06T2A1,Poultry,n°6,T2,Normal_dose,Air,6.0,9.0,9.0,2.3,0.9583,1.95,0.875,1.0,0.3,SRR8590073,gyrB,247,22331838,SAMN10965026,Metagenome or environmental,11695667,10/12/2017,"fastq,run.zq,sra",SRX5390610,France: Sable-sur-Sarthe,C06T2A1
C06T2A2,Poultry,n°6,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,9.0,2.8833,1.8833,2.175,1.2167,1.0,0.175,SRR8594489,16S,424,35418168,SAMN10970290,Metagenome or environmental,18771335,10/12/2017,"fastq,run.zq,sra",SRX5394591,France: Sable-sur-Sarthe,C06T2A2_16S
C06T2A2,Poultry,n°6,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,9.0,2.8833,1.8833,2.175,1.2167,1.0,0.175,SRR8590076,gyrB,246,20391987,SAMN10965027,Metagenome or environmental,10617497,10/12/2017,"fastq,run.zq,sra",SRX5390607,France: Sable-sur-Sarthe,C06T2A2
C06T2A3,Poultry,n°6,T2,Normal_dose,50%N2_50%CO2,5.0,9.0,9.0,3.2667,1.125,2.7083,0.9667,1.7583,0.2,SRR8594410,16S,424,37177296,SAMN10970291,Metagenome or environmental,18487412,10/12/2017,"fastq,run.zq,sra",SRX5394670,France: Sable-sur-Sarthe,C06T2A3_16S
C06T2A3,Poultry,n°6,T2,Normal_dose,50%N2_50%CO2,5.0,9.0,9.0,3.2667,1.125,2.7083,0.9667,1.7583,0.2,SRR8590075,gyrB,245,11499136,SAMN10965028,Metagenome or environmental,5386505,10/12/2017,"fastq,run.zq,sra",SRX5390608,France: Sable-sur-Sarthe,C06T2A3
C06T2B1,Poultry,n°6,T2,Half_dose,Air,6.0,9.0,9.0,,,,,,,SRR8594409,16S,424,25951650,SAMN10970292,Metagenome or environmental,11088041,10/12/2017,"fastq,run.zq,sra",SRX5394671,France: Sable-sur-Sarthe,C06T2B1_16S
C06T2B1,Poultry,n°6,T2,Half_dose,Air,6.0,9.0,9.0,,,,,,,SRR8590078,gyrB,247,28877571,SAMN10965029,Metagenome or environmental,14360409,10/12/2017,"fastq,run.zq,sra",SRX5390605,France: Sable-sur-Sarthe,C06T2B1
C06T2B2,Poultry,n°6,T2,Half_dose,70%O2_30%CO2,5.0,9.0,9.0,,,,,,,SRR8594412,16S,424,39726669,SAMN10970293,Metagenome or environmental,16871345,10/12/2017,"fastq,run.zq,sra",SRX5394668,France: Sable-sur-Sarthe,C06T2B2_16S
